21,0,,0,,
22.24327935,0.3483976493,,0.2,21,10
25.30492797,2.614128617,,0.4,,
28.43729465,7.919203844,,0.6,,
29.48805546,16.09429624,,0.8,,
26.74072298,25.6697939,,1,,
19.6064344,34.36012214,,1.2,,
8.907398527,39.86354957,,1.4,,
-3.356070618,40.68178869,,1.6,,
-14.67112773,36.65578328,,1.8,,
-22.8659729,29.01911426,,2,,
-26.83695472,19.94937529,,2.2,,
-26.88178316,11.78409419,,2.4,,
-24.51791039,6.192010816,,2.6,,
-21.85650835,3.606546901,,2.8,,
-20.76751414,3.130176015,,3,,
-22.14850592,2.942671825,,3.2,,
-25.57096296,1.05831086,,3.4,,
-29.43636907,-3.853008535,,3.6,,
-31.58418727,-11.88965389,,3.8,,
-30.12487527,-21.8048356,,4,,
-24.18671064,-31.40115626,,4.2,,
-14.29669272,-38.28903708,,4.4,,
-2.251484251,-40.72907612,,4.6,,
9.476241764,-38.24665588,,4.8,,
18.57806238,-31.79132733,,5,,
23.68708742,-23.38233003,,5.2,,
24.80619605,-15.37224153,,5.4,,
23.23103153,-9.602247645,,5.6,,
20.99944597,-6.762242481,,5.8,,
20.07505696,-6.192143827,,6,,
21.57113833,-6.196065715,,6.2,,
25.30554703,-4.749670225,,6.4,,
29.853584,-0.3343590396,,6.6,,
33.07970761,7.415432367,,6.8,,
32.95011794,17.49605805,,7,,
28.32302982,27.83326592,,7.2,,
19.4211369,35.98741959,,7.4,,
7.808504127,40.00549092,,7.6,,
-4.121893451,39.10491344,,7.8,,
-13.96200619,33.93645691,,8,,
-20.10404204,26.32940337,,8.2,,
-22.25702479,18.61438257,,8.4,,
-21.47555949,12.77578613,,8.6,,
-19.69326863,9.748472209,,8.8,,
-18.93752416,9.11914684,,9,,
-20.52039688,9.341612303,,9.2,,
-24.50915438,8.383309843,,9.4,,
-29.67504932,4.559655898,,9.6,,
-33.94050464,-2.757502928,,9.8,,
-35.15864098,-12.82427798,,10,,
-31.93472698,-23.72271469,,10.2,,
-24.18288457,-33.00180814,,10.4,,
-13.20932359,-38.52585204,,10.6,,
-1.289078283,-39.21688131,,10.8,,
9.108707539,-35.41693447,,11,,
16.16144085,-28.73684123,,11.2,,
19.28988335,-21.44877535,,11.4,,
19.29219761,-15.64900291,,11.6,,
17.9685898,-12.5021463,,11.8,,
17.37939251,-11.84730127,,12,,
19.01562376,-12.31104705,,12.2,,
23.19326743,-11.88316465,,12.4,,
28.89877129,-8.738186071,,12.6,,
34.14474499,-1.994037568,,12.8,,
36.70431284,7.877776972,,13,,
34.95098027,19.14640326,,13.2,,
28.49094406,29.38843957,,13.4,,
18.35140223,36.31941647,,13.6,,
6.653103552,38.58325592,,13.8,,
-4.113161743,36.20826772,,14,,
-11.93943673,30.56188706,,14.2,,
-15.96832372,23.82238602,,14.4,,
-16.73018321,18.16497928,,14.6,,
-15.86477775,14.96541174,,14.8,,
-15.43420338,14.3169572,,15,,
-17.08592213,15.03946141,,15.2,,
-21.38021636,15.17531851,,15.4,,
-27.53477906,12.78549776,,15.6,,
-33.68338233,6.74662123,,15.8,,
-37.55363378,-2.750615669,,16,,
-37.31220571,-14.1904138,,16.2,,
-32.2629326,-25.21560568,,16.4,,
-23.13729057,-33.42929921,,16.6,,
-11.8678809,-37.21904513,,16.8,,
-0.9274117716,-36.29945087,,17,,
7.523089536,-31.77355322,,17.2,,
12.36249913,-25.69189289,,17.4,,
13.84621604,-20.27463129,,17.6,,
13.42909217,-17.08685278,,17.8,,
13.14385473,-16.47397091,,18,,
14.76958941,-17.46668715,,18.2,,
19.10279443,-18.18954374,,18.4,,
25.60500957,-16.61908636,,18.6,,
32.56041553,-11.40702248,,18.8,,
37.68644619,-2.459171925,,19,,
38.9712375,8.948372718,,19.2,,
35.42666549,20.56234899,,19.4,,
